,School Year,DBN,Location Code,Location Name,BEDS Number,Managed By Name,Location Type Description,Location Category Description,Grades,Grades Final,Open Date,Status Description,Building Code,Primary Address,City,State Code,Zip,Geographical District Code,Administrative District Code,Administrative District Location Code,Administrative District Name,PROSE SCHOOL,X Coordinate,Y Coordinate,Latitude,Longitude,School Name,School Pupil-Teacher Ratio,DISTRICT_x,SCHOOL_x,PRINCIPAL_x,PROGRESS REPORT TYPE_x,SCHOOL LEVEL*_x,PEER INDEX*_x,2010-2011 OVERALL GRADE_x,2010-2011 OVERALL SCORE_x,2010-2011 ENVIRONMENT CATEGORY SCORE_x,2010-2011 ENVIRONMENT GRADE_x,2010-2011 PERFORMANCE CATEGORY SCORE_x,2010-2011 PERFORMANCE GRADE_x,2010-2011 PROGRESS CATEGORY SCORE_x,2010-2011 PROGRESS GRADE_x,2010-2011 ADDITIONAL CREDIT_x,2009-10 PROGRESS REPORT GRADE_x,DISTRICT_y,SCHOOL_y,PRINCIPAL_y,PROGRESS REPORT TYPE_y,SCHOOL LEVEL*_y,PEER INDEX*_y,2010-2011 OVERALL GRADE_y,2010-2011 OVERALL SCORE_y,2010-2011 ENVIRONMENT CATEGORY SCORE_y,2010-2011 ENVIRONMENT GRADE_y,2010-2011 PERFORMANCE CATEGORY SCORE_y,2010-2011 PERFORMANCE GRADE_y,2010-2011 PROGRESS CATEGORY SCORE_y,2010-2011 PROGRESS GRADE_y,2010-2011 ADDITIONAL CREDIT_y,2009-10 PROGRESS REPORT GRADE_y
799,2015-16,15K464,K464,Park Slope Collegiate,3.32e+11,DOE,General Academic,Secondary School,"06,07,08,09,10,11,12,SE","06,07,08,09,10,11,12",01/01/37803,Open,K460,237 7 AVENUE,BROOKLYN,NY,11215,15,15,K815,COMMUNITY SCHOOL DISTRICT 15,N,990192.0,183105.0,40.669255,-73.97858,PARK SLOPE COLLEGIATE,14.4,15.0,Park Slope Collegiate,Jill Bloomberg,HS,High School,2.04,D,42.0,7.8,C,13.2,C,19.0,F,2.0,C,15.0,Park Slope Collegiate,Jill Bloomberg,EMS,Middle,1.87,C,37.7,6.8,B,6.8,C,20.1,C,4.0,B
800,2015-16,15K464,K464,Park Slope Collegiate,3.32e+11,DOE,General Academic,Secondary School,"06,07,08,09,10,11,12,SE","06,07,08,09,10,11,12",01/01/37803,Open,K460,237 7 AVENUE,BROOKLYN,NY,11215,15,15,K815,COMMUNITY SCHOOL DISTRICT 15,N,990192.0,183105.0,40.669255,-73.97858,PARK SLOPE COLLEGIATE,14.4,15.0,Park Slope Collegiate,Jill Bloomberg,HS,High School,2.04,D,42.0,7.8,C,13.2,C,19.0,F,2.0,C,15.0,Park Slope Collegiate,Jill Bloomberg,HS,High School,2.04,D,42.0,7.8,C,13.2,C,19.0,F,2.0,C
801,2015-16,15K497,K497,School for International Studies,3.32e+11,DOE,General Academic,Secondary School,"06,07,08,09,10,11,12,SE","06,07,08,09,10,11,12",01/01/37073,Open,K293,284 BALTIC STREET,BROOKLYN,NY,11201,15,15,K815,COMMUNITY SCHOOL DISTRICT 15,N,986110.0,188843.0,40.685006,-73.993293,SCHOOL FOR INTERNATIONAL STUDIES,14.4,15.0,School for International Studies,Fred Walsh,EMS,Middle,2.19,C,39.8,6.0,C,10.4,B,21.9,C,1.5,A,15.0,School for International Studies,Fred Walsh,EMS,Middle,2.19,C,39.8,6.0,C,10.4,B,21.9,C,1.5,A
802,2015-16,15K516,K516,Sunset Park Avenues Elementary School,3.32e+11,DOE,General Academic,Elementary,"PK,0K,01,02,SE","0K,01,02,03,04,05",01/01/41456,Open,K333,4222 4th Avenue,New York,NY,11232,15,15,K815,COMMUNITY SCHOOL DISTRICT 15,N,982001.0,176375.0,40.650793,-74.008106,SUNSET PARK AVENUES ELEMENTARY SCHOOL,13.8,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
803,2015-16,15K519,K519,Cobble Hill School of American Studies,3.32e+11,DOE,General Academic,High school,"09,10,11,12,SE","09,10,11,12",01/01/35920,Open,K804,347 BALTIC STREET,BROOKLYN,NY,11201,15,15,K815,COMMUNITY SCHOOL DISTRICT 15,N,986778.0,188793.0,40.684869,-73.990884,COBBLE HILL SCHOOL OF AMERICAN STUDIES,16.7,15.0,Cobble Hill School of American Studies,Annamaria Mule,HS,High School,1.72,B,59.7,4.8,F,14.3,C,36.6,B,4.0,B,15.0,Cobble Hill School of American Studies,Annamaria Mule,HS,High School,1.72,B,59.7,4.8,F,14.3,C,36.6,B,4.0,B
804,2015-16,15K529,K529,West Brooklyn Community High School,3.32e+11,DOE,Transfer School,High school,"10,11,12","09,10,11,12",01/01/38899,Open,K781,1053 41ST STREET,BROOKLYN,NY,11219,15,15,K815,COMMUNITY SCHOOL DISTRICT 15,N,986428.0,173400.0,40.642619,-73.992151,WEST BROOKLYN COMMUNITY HIGH SCHOOL,12.9,15.0,West Brooklyn Community High School,Liliana Polo,HST,Transfer High School,2.15,A,73.7,12.7,A,19.3,A,32.7,C,9.0,A,15.0,West Brooklyn Community High School,Liliana Polo,HST,Transfer High School,2.15,A,73.7,12.7,A,19.3,A,32.7,C,9.0,A
805,2015-16,15K592,K592,Khalil Gibran International Academy,3.32e+11,DOE,General Academic,High school,"09,10,11,12,SE","09,10,11,12",01/01/39264,Open,K806,362 SCHERMERHORN STREET,BROOKLYN,NY,11217,15,15,K815,COMMUNITY SCHOOL DISTRICT 15,N,989844.0,189259.0,40.686147,-73.979829,KHALIL GIBRAN INTERNATIONAL ACADEMY,10.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
806,2015-16,15K656,K656,Brooklyn High School of the Arts,3.32e+11,DOE,General Academic,High school,"09,10,11,12,SE","09,10,11,12",01/01/36600,Open,K655,345 DEAN STREET,BROOKLYN,NY,11217,15,15,K815,COMMUNITY SCHOOL DISTRICT 15,N,989723.0,188459.0,40.683951,-73.980266,BROOKLYN HIGH SCHOOL OF THE ARTS,16.3,15.0,Brooklyn High School of the Arts,Margaret Lacey Berman,HS,High School,2.61,B,67.6,8.0,C,16.4,B,38.2,B,5.0,C,15.0,Brooklyn High School of the Arts,Margaret Lacey Berman,HS,High School,2.61,B,67.6,8.0,C,16.4,B,38.2,B,5.0,C
807,2015-16,15K667,K667,Sunset Park High School,3.32e+11,DOE,General Academic,High school,"09,10,11,12,SE","09,10,11,12",01/01/39995,Open,K564,153 35TH STREET,BROOKLYN,NY,11232,15,15,K815,COMMUNITY SCHOOL DISTRICT 15,N,983045.0,178123.0,40.655583,-74.004342,SUNSET PARK HIGH SCHOOL,11.8,15.0,SUNSET PARK HIGH SCHOOL,Corinne Vinal,HS,High School,2.15,,,,,,,,,,,15.0,SUNSET PARK HIGH SCHOOL,Corinne Vinal,HS,High School,2.15,,,,,,,,,,
808,2015-16,11X567,X567,Linden Tree Elementary School,3.21e+11,DOE,General Academic,Elementary,"PK,0K,01,02,03,SE","0K,01,02,03,04,05",01/01/41091,Open,X127,1560 PURDY STREET,BRONX,NY,10462,11,11,X10C,COMMUNITY SCHOOL DISTRICT 11,N,1024869.0,244894.0,40.838759,-73.853203,LINDEN TREE ELEMENTARY SCHOOL,16.9,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
809,2015-16,12X006,X006,P.S. 006 West Farms,3.21e+11,DOE,General Academic,Elementary,"PK,0K,01,02,03,04,05,SE","PK,0K,01,02,03,04,05",01/01/1644,Open,X006,1000 EAST TREMONT AVENUE,BRONX,NY,10460,12,12,X812,COMMUNITY SCHOOL DISTRICT 12,N,1016753.0,245496.0,40.840445,-73.882531,P.S. 006 WEST FARMS,13.5,12.0,P.S. 006 West Farms,Darlene Mcwhales,EMS,Elementary,65.52,C,28.3,1.5,F,3.4,D,22.4,C,1.0,C,12.0,P.S. 006 West Farms,Darlene Mcwhales,EMS,Elementary,65.52,C,28.3,1.5,F,3.4,D,22.4,C,1.0,C
810,2015-16,12X044,X044,P.S. 044 David C. Farragut,3.21e+11,DOE,General Academic,Elementary,"PK,0K,01,02,03,04,05,SE","PK,0K,01,02,03,04,05",01/01/4200,Open,X044,1825 PROSPECT AVENUE,BRONX,NY,10457,12,12,X812,COMMUNITY SCHOOL DISTRICT 12,N,1014385.0,246265.0,40.842564,-73.891086,P.S. 044 DAVID C. FARRAGUT,10.8,12.0,P.S. 044 David C. Farragut,Donna Ferguson,EMS,Elementary,66.62,C,34.4,6.3,B,8.7,C,16.9,C,2.5,B,12.0,P.S. 044 David C. Farragut,Donna Ferguson,EMS,Elementary,66.62,C,34.4,6.3,B,8.7,C,16.9,C,2.5,B
811,2015-16,12X047,X047,P.S. 047 John Randolph,3.21e+11,DOE,General Academic,Elementary,"0K,01,02,03,04,05,SE","0K,01,02,03,04,05",01/01/4566,Open,X047,1794 EAST 172 STREET,BRONX,NY,10472,12,12,X812,COMMUNITY SCHOOL DISTRICT 12,N,1021062.0,242618.0,40.832529,-73.866974,P.S. 047 JOHN RANDOLPH,15.4,12.0,P.S. 047 John Randolph,Thomas Guarnieri,EMS,Elementary,59.16,B,48.3,11.7,A,7.4,C,24.7,B,4.5,C,12.0,P.S. 047 John Randolph,Thomas Guarnieri,EMS,Elementary,59.16,B,48.3,11.7,A,7.4,C,24.7,B,4.5,C
812,2015-16,12X050,X050,P.S. 050 Clara Barton,3.21e+11,DOE,General Academic,Elementary,"04,05,SE","PK,0K,01,02,03,04,05",01/01/5296,Open,X050,1550 VYSE AVENUE,BRONX,NY,10460,12,12,X812,COMMUNITY SCHOOL DISTRICT 12,N,1015521.0,243215.0,40.834188,-73.886995,P.S. 050 CLARA BARTON,5.3,12.0,P.S. 050 Clara Barton,Lori Ferguson,EMS,Elementary,67.37,C,36.4,2.5,F,3.6,D,26.8,B,3.5,D,12.0,P.S. 050 Clara Barton,Lori Ferguson,EMS,Elementary,67.37,C,36.4,2.5,F,3.6,D,26.8,B,3.5,D
813,2015-16,12X057,X057,P.S. 057 Crescent,3.21e+11,DOE,General Academic,Elementary,"PK,0K,01,02,03,04,05,SE","PK,0K,01,02,03,04,05",01/01/7853,Open,X057,2111 CROTONA AVENUE,BRONX,NY,10457,12,12,X812,COMMUNITY SCHOOL DISTRICT 12,N,1014963.0,248519.0,40.848748,-73.888987,P.S. 057 CRESCENT,14.6,12.0,P.S. 057 Crescent,Edsel Philip,EMS,Elementary,62.98,C,37.9,5.0,C,10.3,B,20.1,C,2.5,B,12.0,P.S. 057 Crescent,Edsel Philip,EMS,Elementary,62.98,C,37.9,5.0,C,10.3,B,20.1,C,2.5,B
814,2015-16,12X061,X061,P.S. 061 Francisco Oller,3.21e+11,DOE,General Academic,Elementary,"PK,0K,01,02,03,04,05,SE","PK,0K,01,02,03,04,05",01/01/8218,Open,X061,1550 CROTONA PARK EAST,BRONX,NY,10460,12,12,X812,COMMUNITY SCHOOL DISTRICT 12,N,1013918.0,243930.0,40.836156,-73.892784,P.S. 061 FRANCISCO OLLER,15.2,12.0,P.S. 061 Francisco Oller,Patricia Quigley,EMS,Elementary,61.48,D,19.1,11.9,A,5.1,D,2.0,F,0.0,C,12.0,P.S. 061 Francisco Oller,Patricia Quigley,EMS,Elementary,61.48,D,19.1,11.9,A,5.1,D,2.0,F,0.0,C
815,2015-16,12X066,X066,P.S. 066 School of Higher Expectations,3.21e+11,DOE,General Academic,Elementary,"PK,0K,01,02,03,04,05,SE","PK,0K,01,02,03,04,05",01/01/8949,Open,X066,1001 JENNINGS STREET,BRONX,NY,10460,12,12,X812,COMMUNITY SCHOOL DISTRICT 12,N,1015648.0,242233.0,40.831493,-73.88654,P.S. 066 SCHOOL OF HIGHER EXPECTATIONS,12.5,12.0,P.S. 066 School of Higher Expectations,Thomas Degrazia,EMS,Elementary,65.41,B,49.8,8.5,A,9.0,C,28.3,B,4.0,B,12.0,P.S. 066 School of Higher Expectations,Thomas Degrazia,EMS,Elementary,65.41,B,49.8,8.5,A,9.0,C,28.3,B,4.0,B
816,2015-16,12X067,X067,P.S. 067 Mohegan School,3.21e+11,DOE,General Academic,Elementary,"PK,0K,01,02,03,04,05,SE","PK,0K,01,02,03,04,05",01/01/9314,Open,X067,2024 MOHEGAN AVENUE,BRONX,NY,10460,12,12,X812,COMMUNITY SCHOOL DISTRICT 12,N,1016292.0,246711.0,40.843781,-73.884192,P.S. 067 MOHEGAN SCHOOL,13.5,12.0,P.S. 067 Mohegan School,Emily Grimball,EMS,Elementary,64.09,B,55.3,4.5,C,7.8,C,37.5,A,5.5,C,12.0,P.S. 067 Mohegan School,Emily Grimball,EMS,Elementary,64.09,B,55.3,4.5,C,7.8,C,37.5,A,5.5,C
817,2015-16,12X092,X092,P.S. 092 Bronx,3.21e+11,DOE,General Academic,Elementary,"PK,0K,01,02,03,04,05,SE","PK,0K,01,02,03,04,05",01/01/11140,Open,X092,700 EAST 179 STREET,BRONX,NY,10457,12,12,X812,COMMUNITY SCHOOL DISTRICT 12,N,1014794.0,247592.0,40.846205,-73.889602,P.S. 092 BRONX,12.3,12.0,P.S. 092 Bronx,Manuel Estrella,EMS,Elementary,64.94,C,28.5,2.3,F,2.3,D,23.9,C,0.0,B,12.0,P.S. 092 Bronx,Manuel Estrella,EMS,Elementary,64.94,C,28.5,2.3,F,2.3,D,23.9,C,0.0,B
818,2015-16,12X098,X098,J.H.S. 098 Herman Ridder,3.21e+11,DOE,General Academic,Junior High-Intermediate-Middle,"06,07,08,SE","06,07,08",01/01/11505,Open,X098,1619 BOSTON ROAD,BRONX,NY,10460,12,12,X812,COMMUNITY SCHOOL DISTRICT 12,N,1014525.0,243963.0,40.836245,-73.890591,J.H.S. 098 HERMAN RIDDER,10.1,12.0,J.H.S. 098 Herman Ridder,Claralee Irobunda,EMS,Middle,2.09,C,39.3,6.2,B,7.6,C,20.9,C,4.5,A,12.0,J.H.S. 098 Herman Ridder,Claralee Irobunda,EMS,Middle,2.09,C,39.3,6.2,B,7.6,C,20.9,C,4.5,A
819,2015-16,12X129,X129,M.S. 129 Academy for Independent Learning and Leadership,3.21e+11,DOE,General Academic,Junior High-Intermediate-Middle,"06,07,08,SE","06,07,08",01/01/26115,Open,X129,2055 MAPES AVENUE,BRONX,NY,10460,12,12,X812,COMMUNITY SCHOOL DISTRICT 12,N,1015591.0,247565.0,40.846128,-73.886721,M.S. 129 ACADEMY FOR INDEPENDENT LEARNING AND LEADERSHIP,14.4,12.0,P.S. 129 Twin Parks Upper,Yvette Beasley,EMS,Middle,2.2,B,53.7,7.1,B,10.3,B,29.7,B,6.5,B,12.0,P.S. 129 Twin Parks Upper,Yvette Beasley,EMS,Middle,2.2,B,53.7,7.1,B,10.3,B,29.7,B,6.5,B
820,2015-16,12X134,X134,P.S. 134 George F. Bristow,3.21e+11,DOE,General Academic,Elementary,"PK,0K,01,02,03,04,05,SE","PK,0K,01,02,03,04,05",01/01/23924,Open,X134,1330 BRISTOW STREET,BRONX,NY,10459,12,12,X812,COMMUNITY SCHOOL DISTRICT 12,N,1013517.0,242274.0,40.831613,-73.894241,P.S. 134 GEORGE F. BRISTOW,17.5,12.0,P.S. 134 George F. Bristow,Kenneth Thomas,EMS,Elementary,62.7,C,34.6,4.8,C,6.5,C,21.7,C,1.5,B,12.0,P.S. 134 George F. Bristow,Kenneth Thomas,EMS,Elementary,62.7,C,34.6,4.8,C,6.5,C,21.7,C,1.5,B
821,2015-16,12X150,X150,P.S. 150 Charles James Fox,3.21e+11,DOE,General Academic,Elementary,"PK,0K,01,02,03,04,05,SE","PK,0K,01,02,03,04,05",01/01/22098,Open,X150,920 EAST 167 STREET,BRONX,NY,10459,12,12,X812,COMMUNITY SCHOOL DISTRICT 12,N,1013490.0,239759.0,40.82471,-73.894349,P.S. 150 CHARLES JAMES FOX,15.4,12.0,P.S. 150 Charles James Fox,Edwin Irizarry,EMS,Elementary,66.51,B,41.7,7.9,B,8.3,C,22.5,C,3.0,A,12.0,P.S. 150 Charles James Fox,Edwin Irizarry,EMS,Elementary,66.51,B,41.7,7.9,B,8.3,C,22.5,C,3.0,A
822,2015-16,12X190,X190,E.S.M.T- I.S. 190,3.21e+11,DOE,General Academic,Junior High-Intermediate-Middle,"06,07,08,SE","06,07,08",01/01/37073,Open,X061,1550 CROTONA PARK EAST,BRONX,NY,10460,12,12,X812,COMMUNITY SCHOOL DISTRICT 12,N,1013918.0,243930.0,40.836156,-73.892784,E.S.M.T- I.S. 190,12.0,12.0,E.S.M.T- I.S. 190,Dianajade Santiago,EMS,Middle,2.36,C,30.7,8.4,B,5.7,D,13.6,D,3.0,B,12.0,E.S.M.T- I.S. 190,Dianajade Santiago,EMS,Middle,2.36,C,30.7,8.4,B,5.7,D,13.6,D,3.0,B
823,2015-16,12X195,X195,P.S. 195,3.21e+11,DOE,General Academic,Elementary,"PK,0K,01,02,03,04,05,SE","02,03,04,05",01/01/36342,Open,X077,1250 WARD AVENUE,BRONX,NY,10472,12,12,X812,COMMUNITY SCHOOL DISTRICT 12,N,1018204.0,241988.0,40.830811,-73.877305,P.S. 195,15.5,12.0,P.S. 195,Andrew Kavanagh,EMS,Elementary,61.45,C,39.7,4.5,C,5.4,D,26.3,B,3.5,C,12.0,P.S. 195,Andrew Kavanagh,EMS,Elementary,61.45,C,39.7,4.5,C,5.4,D,26.3,B,3.5,C
824,2015-16,12X196,X196,P.S. 196,3.21e+11,DOE,General Academic,Elementary,"PK,0K,01,02,03,04,05,SE","02,03,04,05",01/01/36342,Open,X077,1250 WARD AVENUE,BRONX,NY,10472,12,12,X812,COMMUNITY SCHOOL DISTRICT 12,N,1018204.0,241988.0,40.830811,-73.877305,P.S. 196,14.5,12.0,P.S. 196,Lizzette Rivera,EMS,Elementary,62.56,C,30.1,8.9,A,8.5,C,10.7,F,2.0,B,12.0,P.S. 196,Lizzette Rivera,EMS,Elementary,62.56,C,30.1,8.9,A,8.5,C,10.7,F,2.0,B
825,2015-16,12X211,X211,P.S. 211,3.21e+11,DOE,General Academic,K-8,"PK,0K,01,02,03,04,05,06,07,08,SE","PK,0K,01,02,03,04,05,06,07,08",01/01/33213,Open,X193,1919 PROSPECT AVENUE,BRONX,NY,10457,12,12,X812,COMMUNITY SCHOOL DISTRICT 12,N,1014645.0,246681.0,40.843705,-73.890145,P.S. 211,14.2,12.0,P.S. 211,Betty Gonzalez-Soto,EMS,K-8,69.73,B,57.0,8.1,B,6.3,C,38.6,A,4.0,A,12.0,P.S. 211,Betty Gonzalez-Soto,EMS,K-8,69.73,B,57.0,8.1,B,6.3,C,38.6,A,4.0,A
826,2015-16,12X212,X212,P.S. 212,3.21e+11,DOE,General Academic,K-8,"PK,01,02,03,04,05,06,07,08,SE","PK,0K,01,02,03,04,05,06,07,08",01/01/36342,Open,X198,1180 TINTON AVENUE,BRONX,NY,10456,12,12,X812,COMMUNITY SCHOOL DISTRICT 12,N,1011891.0,241104.0,40.828406,-73.900121,P.S. 212,13.2,12.0,P.S. 212,Yohan Lim,EMS,K-8,64.7,B,56.1,6.2,B,7.9,C,37.5,A,4.5,C,12.0,P.S. 212,Yohan Lim,EMS,K-8,64.7,B,56.1,6.2,B,7.9,C,37.5,A,4.5,C
827,2015-16,12X214,X214,P.S. 214,3.21e+11,DOE,General Academic,K-8,"PK,0K,01,02,03,04,05,06,07,08,SE","PK,0K,01,02,03,04,05,06,07,08",01/01/36342,Open,X167,1970 WEST FARMS ROAD,BRONX,NY,10460,12,12,X812,COMMUNITY SCHOOL DISTRICT 12,N,1017473.0,245079.0,40.839297,-73.879931,P.S. 214,15.5,12.0,P.S. 214,David Cintron,EMS,K-8,61.26,B,56.5,8.9,A,9.8,C,33.8,B,4.0,B,12.0,P.S. 214,David Cintron,EMS,K-8,61.26,B,56.5,8.9,A,9.8,C,33.8,B,4.0,B
828,2015-16,12X217,X217,School of Performing Arts,3.21e+11,DOE,General Academic,Junior High-Intermediate-Middle,"06,07,08,SE","06,07,08",01/01/37073,Open,X116,977 FOX STREET,BRONX,NY,10459,12,12,X812,COMMUNITY SCHOOL DISTRICT 12,N,1013486.0,238792.0,40.822056,-73.894368,SCHOOL OF PERFORMING ARTS,10.1,12.0,School of Performing Arts,Seth Litt,EMS,Middle,2.08,C,34.8,4.5,C,6.7,C,22.1,C,1.5,A,12.0,School of Performing Arts,Seth Litt,EMS,Middle,2.08,C,34.8,4.5,C,6.7,C,22.1,C,1.5,A
829,2015-16,18K578,K578,Brooklyn Bridge Academy,3.32e+11,DOE,Transfer School,High school,"09,10,11,12,SE","09,10,11,12",01/01/39264,Open,K515,6565 FLATLANDS AVENUE,BROOKLYN,NY,11236,18,18,K818,COMMUNITY SCHOOL DISTRICT 18,N,1007307.0,170435.0,40.634451,-73.916927,BROOKLYN BRIDGE ACADEMY,16.2,18.0,Brooklyn Bridge Academy,Max Jean Paul,HST,Transfer High School,1.98,C,47.5,3.7,F,10.8,D,32.0,C,1.0,C,18.0,Brooklyn Bridge Academy,Max Jean Paul,HST,Transfer High School,1.98,C,47.5,3.7,F,10.8,D,32.0,C,1.0,C
830,2015-16,12X242,X242,Mott Hall V,3.21e+11,DOE,General Academic,Junior High-Intermediate-Middle,"06,07,08,09,10,11,12,SE","06,07,08,SE",01/01/38534,Open,X423,1551 EAST 172ND STREET,BRONX,NY,10472,12,12,X812,COMMUNITY SCHOOL DISTRICT 12,N,1017958.0,242606.0,40.832508,-73.878191,MOTT HALL V,12.7,12.0,Mott Hall V,Peter Oroszlany,EMS,Middle,2.46,B,53.9,8.5,B,11.2,B,31.7,B,2.5,A,12.0,Mott Hall V,Peter Oroszlany,EMS,Middle,2.46,B,53.9,8.5,B,11.2,B,31.7,B,2.5,A
831,2015-16,12X242,X242,Mott Hall V,3.21e+11,DOE,General Academic,Junior High-Intermediate-Middle,"06,07,08,09,10,11,12,SE","06,07,08,SE",01/01/38534,Open,X423,1551 EAST 172ND STREET,BRONX,NY,10472,12,12,X812,COMMUNITY SCHOOL DISTRICT 12,N,1017958.0,242606.0,40.832508,-73.878191,MOTT HALL V,12.7,12.0,Mott Hall V,Peter Oroszlany,EMS,Middle,2.46,B,53.9,8.5,B,11.2,B,31.7,B,2.5,A,12.0,Mott Hall V,Peter Oroszlany,HS,High School,2.31,,,,,,,,,,
832,2015-16,12X242,X242,Mott Hall V,3.21e+11,DOE,General Academic,Junior High-Intermediate-Middle,"06,07,08,09,10,11,12,SE","06,07,08,SE",01/01/38534,Open,X423,1551 EAST 172ND STREET,BRONX,NY,10472,12,12,X812,COMMUNITY SCHOOL DISTRICT 12,N,1017958.0,242606.0,40.832508,-73.878191,MOTT HALL V,12.7,12.0,Mott Hall V,Peter Oroszlany,HS,High School,2.31,,,,,,,,,,,12.0,Mott Hall V,Peter Oroszlany,EMS,Middle,2.46,B,53.9,8.5,B,11.2,B,31.7,B,2.5,A
833,2015-16,12X242,X242,Mott Hall V,3.21e+11,DOE,General Academic,Junior High-Intermediate-Middle,"06,07,08,09,10,11,12,SE","06,07,08,SE",01/01/38534,Open,X423,1551 EAST 172ND STREET,BRONX,NY,10472,12,12,X812,COMMUNITY SCHOOL DISTRICT 12,N,1017958.0,242606.0,40.832508,-73.878191,MOTT HALL V,12.7,12.0,Mott Hall V,Peter Oroszlany,HS,High School,2.31,,,,,,,,,,,12.0,Mott Hall V,Peter Oroszlany,HS,High School,2.31,,,,,,,,,,
834,2015-16,12X248,X248,"Metropolitan High School, The",3.21e+11,DOE,General Academic,High school,"09,10,11,12,SE","09,10,11,12",01/01/38534,Open,X099,1180 REV. J.A. POLITE AVE.,BRONX,NY,10459,12,12,X812,COMMUNITY SCHOOL DISTRICT 12,N,1012776.0,240789.0,40.827539,-73.896925,"METROPOLITAN HIGH SCHOOL, THE",12.1,12.0,"Metropolitan High School, The",Carla Theodorou,HS,High School,1.79,A,80.3,10.1,B,17.8,A,43.4,A,9.0,A,12.0,"Metropolitan High School, The",Carla Theodorou,HS,High School,1.79,A,80.3,10.1,B,17.8,A,43.4,A,9.0,A
835,2015-16,12X251,X251,Explorations Academy,3.21e+11,DOE,General Academic,High school,"09,10,11,12,SE","09,10,11,12",01/01/38534,Open,X098,1619 BOSTON ROAD,BRONX,NY,10460,12,12,X812,COMMUNITY SCHOOL DISTRICT 12,N,1014525.0,243963.0,40.836245,-73.890591,EXPLORATIONS ACADEMY,13.0,12.0,Explorations Academy,Susana Hernandez,HS,High School,1.81,B,68.9,8.3,C,13.7,C,37.9,B,9.0,A,12.0,Explorations Academy,Susana Hernandez,HS,High School,1.81,B,68.9,8.3,C,13.7,C,37.9,B,9.0,A
836,2015-16,12X267,X267,Bronx Latin,3.21e+11,DOE,General Academic,Secondary School,"06,07,08,09,10,11,12,SE","06,07,08,09,10,11,12",01/01/38238,Open,X158,800 HOME STREET,BRONX,NY,10456,12,12,X812,COMMUNITY SCHOOL DISTRICT 12,N,1011761.0,240567.0,40.826933,-73.900593,BRONX LATIN,11.6,12.0,Bronx Latin,Leticia Pineiro,EMS,Middle,2.14,A,79.6,11.3,A,12.4,B,47.9,A,8.0,A,12.0,Bronx Latin,Leticia Pineiro,EMS,Middle,2.14,A,79.6,11.3,A,12.4,B,47.9,A,8.0,A
837,2015-16,12X267,X267,Bronx Latin,3.21e+11,DOE,General Academic,Secondary School,"06,07,08,09,10,11,12,SE","06,07,08,09,10,11,12",01/01/38238,Open,X158,800 HOME STREET,BRONX,NY,10456,12,12,X812,COMMUNITY SCHOOL DISTRICT 12,N,1011761.0,240567.0,40.826933,-73.900593,BRONX LATIN,11.6,12.0,Bronx Latin,Leticia Pineiro,EMS,Middle,2.14,A,79.6,11.3,A,12.4,B,47.9,A,8.0,A,12.0,Bronx Latin,Leticia Pineiro,HS,High School,2.17,A,75.7,13.7,A,17.5,A,44.5,A,,
838,2015-16,12X267,X267,Bronx Latin,3.21e+11,DOE,General Academic,Secondary School,"06,07,08,09,10,11,12,SE","06,07,08,09,10,11,12",01/01/38238,Open,X158,800 HOME STREET,BRONX,NY,10456,12,12,X812,COMMUNITY SCHOOL DISTRICT 12,N,1011761.0,240567.0,40.826933,-73.900593,BRONX LATIN,11.6,12.0,Bronx Latin,Leticia Pineiro,HS,High School,2.17,A,75.7,13.7,A,17.5,A,44.5,A,,,12.0,Bronx Latin,Leticia Pineiro,EMS,Middle,2.14,A,79.6,11.3,A,12.4,B,47.9,A,8.0,A
839,2015-16,12X267,X267,Bronx Latin,3.21e+11,DOE,General Academic,Secondary School,"06,07,08,09,10,11,12,SE","06,07,08,09,10,11,12",01/01/38238,Open,X158,800 HOME STREET,BRONX,NY,10456,12,12,X812,COMMUNITY SCHOOL DISTRICT 12,N,1011761.0,240567.0,40.826933,-73.900593,BRONX LATIN,11.6,12.0,Bronx Latin,Leticia Pineiro,HS,High School,2.17,A,75.7,13.7,A,17.5,A,44.5,A,,,12.0,Bronx Latin,Leticia Pineiro,HS,High School,2.17,A,75.7,13.7,A,17.5,A,44.5,A,,
840,2015-16,12X271,X271,East Bronx Academy for the Future,3.21e+11,DOE,General Academic,Secondary School,"06,07,08,09,10,11,12,SE","06,07,08,09,10,11,12",01/01/38238,Open,X973,1716 SOUTHERN BOULEVARD,BRONX,NY,10460,12,12,X812,COMMUNITY SCHOOL DISTRICT 12,Y,1015328.0,244174.0,40.836821,-73.887688,EAST BRONX ACADEMY FOR THE FUTURE,12.5,12.0,East Bronx Academy for the Future,Sarah Scrogin,EMS,Middle,2.23,C,38.3,6.7,B,7.2,C,22.9,C,1.5,B,12.0,East Bronx Academy for the Future,Sarah Scrogin,EMS,Middle,2.23,C,38.3,6.7,B,7.2,C,22.9,C,1.5,B
