,School Year,DBN,Location Code,Location Name,BEDS Number,Managed By Name,Location Type Description,Location Category Description,Grades,Grades Final,Open Date,Status Description,Building Code,Primary Address,City,State Code,Zip,Geographical District Code,Administrative District Code,Administrative District Location Code,Administrative District Name,PROSE SCHOOL,X Coordinate,Y Coordinate,Latitude,Longitude,School Name,School Pupil-Teacher Ratio,DISTRICT_x,SCHOOL_x,PRINCIPAL_x,PROGRESS REPORT TYPE_x,SCHOOL LEVEL*_x,PEER INDEX*_x,2010-2011 OVERALL GRADE_x,2010-2011 OVERALL SCORE_x,2010-2011 ENVIRONMENT CATEGORY SCORE_x,2010-2011 ENVIRONMENT GRADE_x,2010-2011 PERFORMANCE CATEGORY SCORE_x,2010-2011 PERFORMANCE GRADE_x,2010-2011 PROGRESS CATEGORY SCORE_x,2010-2011 PROGRESS GRADE_x,2010-2011 ADDITIONAL CREDIT_x,2009-10 PROGRESS REPORT GRADE_x,DISTRICT_y,SCHOOL_y,PRINCIPAL_y,PROGRESS REPORT TYPE_y,SCHOOL LEVEL*_y,PEER INDEX*_y,2010-2011 OVERALL GRADE_y,2010-2011 OVERALL SCORE_y,2010-2011 ENVIRONMENT CATEGORY SCORE_y,2010-2011 ENVIRONMENT GRADE_y,2010-2011 PERFORMANCE CATEGORY SCORE_y,2010-2011 PERFORMANCE GRADE_y,2010-2011 PROGRESS CATEGORY SCORE_y,2010-2011 PROGRESS GRADE_y,2010-2011 ADDITIONAL CREDIT_y,2009-10 PROGRESS REPORT GRADE_y
0,2015-16,01M015,M015,P.S. 015 Roberto Clemente,3.1e+11,DOE,General Academic,Elementary,"PK,01,02,03,04,05,SE","PK,0K,01,02,03,04,05",01/01/1644,Open,M015,333 EAST 4 STREET,MANHATTAN,NY,10009,1,1,M801,COMMUNITY SCHOOL DISTRICT 01,N,990141.0,202349.0,40.722075,-73.978747,P.S. 015 ROBERTO CLEMENTE,9.2,1.0,P.S. 015 Roberto Clemente,Irene Sanchez,EMS,Elementary,63.61,C,27.0,6.4,B,2.1,D,18.0,C,0.5,C,1.0,P.S. 015 Roberto Clemente,Irene Sanchez,EMS,Elementary,63.61,C,27.0,6.4,B,2.1,D,18.0,C,0.5,C
1,2015-16,01M019,M019,P.S. 019 Asher Levy,3.1e+11,DOE,General Academic,Elementary,"PK,0K,01,02,03,04,05,SE","PK,0K,01,02,03,04,05",01/01/20637,Open,M019,185 1 AVENUE,MANHATTAN,NY,10003,1,1,M801,COMMUNITY SCHOOL DISTRICT 01,N,988547.0,205239.0,40.730009,-73.984496,P.S. 019 ASHER LEVY,7.0,1.0,P.S. 019 Asher Levy,Jacqueline Flanagan,EMS,Elementary,49.48,B,48.7,7.8,B,5.2,D,35.1,A,0.5,C,1.0,P.S. 019 Asher Levy,Jacqueline Flanagan,EMS,Elementary,49.48,B,48.7,7.8,B,5.2,D,35.1,A,0.5,C
2,2015-16,01M020,M020,P.S. 020 Anna Silver,3.1e+11,DOE,General Academic,Elementary,"PK,0K,01,02,03,04,05,SE","PK,0K,01,02,03,04,05",01/01/23193,Open,M020,166 ESSEX STREET,MANHATTAN,NY,10002,1,1,M801,COMMUNITY SCHOOL DISTRICT 01,N,988044.0,202068.0,40.721305,-73.986312,P.S. 020 ANNA SILVER,13.3,1.0,P.S. 020 Anna Silver,James Lee,EMS,Elementary,56.65,B,48.2,7.7,B,7.4,C,31.1,B,2.0,A,1.0,P.S. 020 Anna Silver,James Lee,EMS,Elementary,56.65,B,48.2,7.7,B,7.4,C,31.1,B,2.0,A
3,2015-16,01M034,M034,P.S. 034 Franklin D. Roosevelt,3.1e+11,DOE,General Academic,K-8,"PK,0K,01,02,03,04,05,06,07,08,SE","PK,0K,01,02,03,04,05,06,07,08",01/01/20271,Open,M034,730 EAST 12 STREET,MANHATTAN,NY,10009,1,1,M801,COMMUNITY SCHOOL DISTRICT 01,N,991163.0,203782.0,40.726008,-73.975058,P.S. 034 FRANKLIN D. ROOSEVELT,10.9,1.0,P.S. 034 Franklin D. Roosevelt,Joyce Stallings Harte,EMS,K-8,67.97,C,39.8,7.5,B,11.3,B,18.5,C,2.5,B,1.0,P.S. 034 Franklin D. Roosevelt,Joyce Stallings Harte,EMS,K-8,67.97,C,39.8,7.5,B,11.3,B,18.5,C,2.5,B
4,2015-16,01M063,M063,The STAR Academy - P.S.63,3.1e+11,DOE,General Academic,Elementary,"PK,0K,01,02,03,04,05,SE","PK,0K,01,02,03,04,05",01/01/2009,Open,M063,121 EAST 3 STREET,MANHATTAN,NY,10009,1,1,M801,COMMUNITY SCHOOL DISTRICT 01,N,988071.0,203210.0,40.72444,-73.986214,THE STAR ACADEMY - P.S.63,10.6,1.0,P.S. 063 William McKinley,Darlene Despeignes,EMS,Elementary,58.85,B,49.0,8.1,B,10.4,B,29.0,B,1.5,B,1.0,P.S. 063 William McKinley,Darlene Despeignes,EMS,Elementary,58.85,B,49.0,8.1,B,10.4,B,29.0,B,1.5,B
5,2015-16,01M064,M064,P.S. 064 Robert Simon,3.1e+11,DOE,General Academic,Elementary,"PK,0K,01,02,03,04,05,06,SE","PK,0K,01,02,03,04,05",01/01/19906,Open,M064,600 EAST 6 STREET,MANHATTAN,NY,10009,1,1,M801,COMMUNITY SCHOOL DISTRICT 01,N,989351.0,202733.0,40.72313,-73.981597,P.S. 064 ROBERT SIMON,9.3,1.0,P.S. 064 Robert Simon,Marlon L. Hosang,EMS,Elementary,60.73,C,25.8,9.7,A,4.5,D,11.6,D,0.0,C,1.0,P.S. 064 Robert Simon,Marlon L. Hosang,EMS,Elementary,60.73,C,25.8,9.7,A,4.5,D,11.6,D,0.0,C
6,2015-16,01M110,M110,P.S. 110 Florence Nightingale,3.1e+11,DOE,General Academic,Elementary,"PK,0K,01,02,03,04,05,SE","PK,0K,01,02,03,04,05",12/22/0912,Open,M110,285 DELANCY STREET,MANHATTAN,NY,10002,1,1,M801,COMMUNITY SCHOOL DISTRICT 01,N,989817.0,199992.0,40.7162,-73.9798,P.S. 110 FLORENCE NIGHTINGALE,14.7,1.0,P.S. 110 Florence Nightingale,Karen Feuer,EMS,Elementary,40.85,C,38.1,4.1,C,10.9,B,22.1,C,1.0,D,1.0,P.S. 110 Florence Nightingale,Karen Feuer,EMS,Elementary,40.85,C,38.1,4.1,C,10.9,B,22.1,C,1.0,D
7,2015-16,01M134,M134,P.S. 134 Henrietta Szold,3.1e+11,DOE,General Academic,Elementary,"PK,0K,01,02,03,04,05,SE","PK,0K,01,02,03,04,05",01/01/22098,Open,M134,293 EAST BROADWAY,MANHATTAN,NY,10002,1,1,M801,COMMUNITY SCHOOL DISTRICT 01,N,988726.0,199497.0,40.714248,-73.983854,P.S. 134 HENRIETTA SZOLD,9.8,1.0,P.S. 134 Henrietta Szold,Loretta Caputo,EMS,Elementary,54.33,C,34.6,4.2,C,5.9,C,24.0,C,0.5,B,1.0,P.S. 134 Henrietta Szold,Loretta Caputo,EMS,Elementary,54.33,C,34.6,4.2,C,5.9,C,24.0,C,0.5,B
8,2015-16,01M137,M137,P.S. 137 John L. Bernstein,3.1e+11,DOE,General Academic,Elementary,"PK,0K,01,02,03,04,05,SE","PK,0K,01,02,03,04,05",01/01/24289,Open,M134,293 EAST BROADWAY,MANHATTAN,NY,10002,1,1,M801,COMMUNITY SCHOOL DISTRICT 01,N,988726.0,199497.0,40.714248,-73.983854,P.S. 137 JOHN L. BERNSTEIN,10.1,1.0,P.S. 137 John L. Bernstein,Melissa Rodriguez,EMS,Elementary,57.88,F,17.6,5.1,C,4.8,D,6.7,F,1.0,C,1.0,P.S. 137 John L. Bernstein,Melissa Rodriguez,EMS,Elementary,57.88,F,17.6,5.1,C,4.8,D,6.7,F,1.0,C
9,2015-16,01M140,M140,P.S. 140 Nathan Straus,3.1e+11,DOE,General Academic,K-8,"PK,0K,01,02,03,04,05,06,07,08,SE","PK,0K,01,02,03,04,05,06,07,08",01/01/21732,Open,M140,123 RIDGE STREET,MANHATTAN,NY,10002,1,1,M801,COMMUNITY SCHOOL DISTRICT 01,N,988749.0,201282.0,40.719148,-73.983769,P.S. 140 NATHAN STRAUS,12.4,1.0,P.S. 140 Nathan Straus,Esteban Barrientos,EMS,K-8,61.28,D,23.6,8.4,B,5.1,D,9.6,D,0.5,B,1.0,P.S. 140 Nathan Straus,Esteban Barrientos,EMS,K-8,61.28,D,23.6,8.4,B,5.1,D,9.6,D,0.5,B
10,2015-16,01M142,M142,P.S. 142 Amalia Castro,3.1e+11,DOE,General Academic,Elementary,"PK,0K,01,02,03,04,05,SE","PK,0K,01,02,03,04,05",01/01/27942,Open,M142,100 ATTORNEY STREET,MANHATTAN,NY,10002,1,1,M801,COMMUNITY SCHOOL DISTRICT 01,N,988653.0,200908.0,40.718121,-73.984116,P.S. 142 AMALIA CASTRO,12.4,1.0,P.S. 142 Amalia Castro,Rhonda Levy,EMS,Elementary,63.39,C,29.2,10.0,A,7.1,C,10.6,F,1.5,B,1.0,P.S. 142 Amalia Castro,Rhonda Levy,EMS,Elementary,63.39,C,29.2,10.0,A,7.1,C,10.6,F,1.5,B
11,2015-16,01M184,M184,P.S. 184m Shuang Wen,3.1e+11,DOE,General Academic,K-8,"PK,0K,01,02,03,04,05,06,07,08,SE","PK,0K,01,02,03,04,05,06,07,08",01/01/36333,Open,M137,327 CHERRY STREET,MANHATTAN,NY,10002,1,1,M801,COMMUNITY SCHOOL DISTRICT 01,N,988287.0,198359.0,40.711125,-73.985438,P.S. 184M SHUANG WEN,15.1,1.0,P.S. 184m Shuang Wen,Ling Ling Chou,EMS,K-8,28.13,A,86.8,9.8,A,20.9,A,50.6,A,5.5,A,1.0,P.S. 184m Shuang Wen,Ling Ling Chou,EMS,K-8,28.13,A,86.8,9.8,A,20.9,A,50.6,A,5.5,A
12,2015-16,01M509,M509,Marta Valle High School,3.1e+11,DOE,General Academic,High school,"09,10,11,12,SE","09,10,11,12",01/01/35221,Open,M025,145 STANTON STREET,MANHATTAN,NY,10002,1,1,M801,COMMUNITY SCHOOL DISTRICT 01,N,988120.0,201607.0,40.72004,-73.986038,MARTA VALLE HIGH SCHOOL,10.9,1.0,Marta Valle High School,Mimi Fortunato,HS,High School,1.78,C,54.0,6.7,D,15.7,B,30.6,C,1.0,B,1.0,Marta Valle High School,Mimi Fortunato,HS,High School,1.78,C,54.0,6.7,D,15.7,B,30.6,C,1.0,B
13,2015-16,01M188,M188,P.S. 188 The Island School,3.1e+11,DOE,General Academic,K-8,"PK,0K,01,02,03,04,05,06,07,08,SE","PK,0K,01,02,03,04,05,06,07,08",01/01/1644,Open,M188,442 EAST HOUSTON STREET,MANHATTAN,NY,10002,1,1,M801,COMMUNITY SCHOOL DISTRICT 01,N,990520.0,201552.0,40.719888,-73.97738,P.S. 188 THE ISLAND SCHOOL,12.7,1.0,P.S. 188 The Island School,Mary Pree,EMS,K-8,64.17,A,60.7,4.1,C,7.9,C,41.7,A,7.0,C,1.0,P.S. 188 The Island School,Mary Pree,EMS,K-8,64.17,A,60.7,4.1,C,7.9,C,41.7,A,7.0,C
14,2015-16,01M292,M292,Henry Street School for International Studies,3.1e+11,DOE,General Academic,Secondary School,"06,07,08,09,10,11,12,SE","06,07,08,09,10,11,12",01/01/38238,Open,M056,220 HENRY STREET,MANHATTAN,NY,10002,1,1,M801,COMMUNITY SCHOOL DISTRICT 01,N,988117.0,199174.0,40.713362,-73.986051,HENRY STREET SCHOOL FOR INTERNATIONAL STUDIES,8.9,1.0,Henry Street School for International Studies,Erin Balet,EMS,Middle,1.95,C,32.4,5.1,C,4.1,D,18.7,C,4.5,C,1.0,Henry Street School for International Studies,Erin Balet,EMS,Middle,1.95,C,32.4,5.1,C,4.1,D,18.7,C,4.5,C
15,2015-16,01M292,M292,Henry Street School for International Studies,3.1e+11,DOE,General Academic,Secondary School,"06,07,08,09,10,11,12,SE","06,07,08,09,10,11,12",01/01/38238,Open,M056,220 HENRY STREET,MANHATTAN,NY,10002,1,1,M801,COMMUNITY SCHOOL DISTRICT 01,N,988117.0,199174.0,40.713362,-73.986051,HENRY STREET SCHOOL FOR INTERNATIONAL STUDIES,8.9,1.0,Henry Street School for International Studies,Erin Balet,EMS,Middle,1.95,C,32.4,5.1,C,4.1,D,18.7,C,4.5,C,1.0,Henry Street School for International Studies,Erin Balet,HS,High School,1.81,C,49.8,6.9,D,12.8,C,30.1,C,,D
16,2015-16,01M292,M292,Henry Street School for International Studies,3.1e+11,DOE,General Academic,Secondary School,"06,07,08,09,10,11,12,SE","06,07,08,09,10,11,12",01/01/38238,Open,M056,220 HENRY STREET,MANHATTAN,NY,10002,1,1,M801,COMMUNITY SCHOOL DISTRICT 01,N,988117.0,199174.0,40.713362,-73.986051,HENRY STREET SCHOOL FOR INTERNATIONAL STUDIES,8.9,1.0,Henry Street School for International Studies,Erin Balet,HS,High School,1.81,C,49.8,6.9,D,12.8,C,30.1,C,,D,1.0,Henry Street School for International Studies,Erin Balet,EMS,Middle,1.95,C,32.4,5.1,C,4.1,D,18.7,C,4.5,C
17,2015-16,01M292,M292,Henry Street School for International Studies,3.1e+11,DOE,General Academic,Secondary School,"06,07,08,09,10,11,12,SE","06,07,08,09,10,11,12",01/01/38238,Open,M056,220 HENRY STREET,MANHATTAN,NY,10002,1,1,M801,COMMUNITY SCHOOL DISTRICT 01,N,988117.0,199174.0,40.713362,-73.986051,HENRY STREET SCHOOL FOR INTERNATIONAL STUDIES,8.9,1.0,Henry Street School for International Studies,Erin Balet,HS,High School,1.81,C,49.8,6.9,D,12.8,C,30.1,C,,D,1.0,Henry Street School for International Studies,Erin Balet,HS,High School,1.81,C,49.8,6.9,D,12.8,C,30.1,C,,D
18,2015-16,01M301,M301,"Technology, Arts, and Sciences Studio",3.1e+11,DOE,General Academic,Junior High-Intermediate-Middle,"06,07,08,SE","06,07,08",01/01/38534,Open,M019,185 1 AVENUE,MANHATTAN,NY,10003,1,1,M801,COMMUNITY SCHOOL DISTRICT 01,N,988547.0,205239.0,40.730009,-73.984496,"TECHNOLOGY, ARTS, AND SCIENCES STUDIO",10.3,1.0,"Technology, Arts, and Sciences Studio",George Morgan,EMS,Middle,1.9,B,47.6,7.0,B,8.9,C,28.7,B,3.0,C,1.0,"Technology, Arts, and Sciences Studio",George Morgan,EMS,Middle,1.9,B,47.6,7.0,B,8.9,C,28.7,B,3.0,C
19,2015-16,01M315,M315,The East Village Community School,3.1e+11,DOE,General Academic,Elementary,"PK,0K,01,02,03,04,05,SE","PK,0K,01,02,03,04,05",01/01/36342,Open,M061,610 EAST 12 STREET,MANHATTAN,NY,10009,1,1,M801,COMMUNITY SCHOOL DISTRICT 01,N,990277.0,204339.0,40.727537,-73.978254,THE EAST VILLAGE COMMUNITY SCHOOL,12.3,1.0,The East Village Community School,Robin Williams,EMS,Elementary,35.33,C,38.2,8.6,A,12.2,B,16.4,C,1.0,C,1.0,The East Village Community School,Robin Williams,EMS,Elementary,35.33,C,38.2,8.6,A,12.2,B,16.4,C,1.0,C
20,2015-16,01M332,M332,University Neighborhood Middle School,3.1e+11,DOE,General Academic,Junior High-Intermediate-Middle,"06,07,08,SE","06,07,08",01/01/38243,Open,M056,220 HENRY STREET,MANHATTAN,NY,10002,1,1,M801,COMMUNITY SCHOOL DISTRICT 01,N,988117.0,199174.0,40.713362,-73.986051,UNIVERSITY NEIGHBORHOOD MIDDLE SCHOOL,9.5,1.0,University Neighborhood Middle School,Laura Peynado,EMS,Middle,1.78,C,39.3,10.6,A,5.3,D,22.4,C,1.0,B,1.0,University Neighborhood Middle School,Laura Peynado,EMS,Middle,1.78,C,39.3,10.6,A,5.3,D,22.4,C,1.0,B
21,2015-16,01M345,M345,"Collaborative Academy of Science, Technology, & Language-Arts Education",3.1e+11,DOE,General Academic,Junior High-Intermediate-Middle,"06,07,08,SE","06,07,08",01/01/38899,Open,M056,220 HENRY STREET,MANHATTAN,NY,10002,1,1,M801,COMMUNITY SCHOOL DISTRICT 01,N,988117.0,199174.0,40.713362,-73.986051,"COLLABORATIVE ACADEMY OF SCIENCE, TECHNOLOGY, & LANGUAGE-ARTS EDUCATION",7.4,1.0,"Collaborative Academy of Science, Technology, & La",Judith De Los Santos,EMS,Middle,2.29,B,41.7,6.8,B,10.4,B,23.5,C,1.0,B,1.0,"Collaborative Academy of Science, Technology, & La",Judith De Los Santos,EMS,Middle,2.29,B,41.7,6.8,B,10.4,B,23.5,C,1.0,B
22,2015-16,01M361,M361,The Children's Workshop School,3.1e+11,DOE,General Academic,Elementary,"PK,0K,01,02,03,04,05,06,SE","PK,0K,01,02,03,04,05",01/01/36342,Open,M061,610 EAST 12 STREET,MANHATTAN,NY,10009,1,1,M801,COMMUNITY SCHOOL DISTRICT 01,N,990277.0,204339.0,40.727537,-73.978254,THE CHILDREN'S WORKSHOP SCHOOL,12.5,1.0,The Children's Workshop School,Maria Velez Clarke,EMS,Elementary,32.99,B,42.0,7.7,B,4.4,D,27.9,B,2.0,C,1.0,The Children's Workshop School,Maria Velez Clarke,EMS,Elementary,32.99,B,42.0,7.7,B,4.4,D,27.9,B,2.0,C
23,2015-16,01M363,M363,Neighborhood School,3.1e+11,DOE,General Academic,Elementary,"PK,0K,01,02,03,04,05,SE","PK,0K,01,02,03,04,05",01/01/36342,Open,M063,121 EAST 3 STREET,MANHATTAN,NY,10009,1,1,M801,COMMUNITY SCHOOL DISTRICT 01,Y,988071.0,203210.0,40.72444,-73.986214,NEIGHBORHOOD SCHOOL,12.6,1.0,Neighborhood School,Milo Novelo,EMS,Elementary,31.12,C,27.0,5.1,C,6.2,C,13.2,D,2.5,C,1.0,Neighborhood School,Milo Novelo,EMS,Elementary,31.12,C,27.0,5.1,C,6.2,C,13.2,D,2.5,C
24,2015-16,01M364,M364,Earth School,3.1e+11,DOE,General Academic,Elementary,"PK,0K,01,02,03,04,05,SE","PK,0K,01,02,03,04,05",01/01/36342,Open,M064,600 EAST 6 STREET,MANHATTAN,NY,10009,1,1,M801,COMMUNITY SCHOOL DISTRICT 01,Y,989351.0,202733.0,40.72313,-73.981597,EARTH SCHOOL,13.6,1.0,Earth School,Alison Gail Hazut,EMS,Elementary,31.6,C,31.4,11.1,A,3.8,D,13.5,D,3.0,D,1.0,Earth School,Alison Gail Hazut,EMS,Elementary,31.6,C,31.4,11.1,A,3.8,D,13.5,D,3.0,D
25,2015-16,01M378,M378,School for Global Leaders,3.1e+11,DOE,General Academic,Junior High-Intermediate-Middle,"06,07,08,SE","06,07,08",01/01/39630,Open,M025,145 STANTON STREET,MANHATTAN,NY,10002,1,1,M801,COMMUNITY SCHOOL DISTRICT 01,N,988120.0,201607.0,40.72004,-73.986038,SCHOOL FOR GLOBAL LEADERS,11.8,1.0,School for Global Leaders,Carry Chan,EMS,Middle,2.23,B,53.8,8.6,B,12.9,B,27.3,B,5.0,B,1.0,School for Global Leaders,Carry Chan,EMS,Middle,2.23,B,53.8,8.6,B,12.9,B,27.3,B,5.0,B
26,2015-16,01M448,M448,University Neighborhood High School,3.1e+11,DOE,General Academic,High school,"09,10,11,12,SE","09,10,11,12",01/01/36315,Open,M446,200 MONROE STREET,MANHATTAN,NY,10002,1,1,M801,COMMUNITY SCHOOL DISTRICT 01,N,988650.0,198776.0,40.712269,-73.984128,UNIVERSITY NEIGHBORHOOD HIGH SCHOOL,13.5,1.0,University Neighborhood High School,Elizabeth Collins,HS,High School,2.03,C,57.6,6.9,D,13.9,C,35.8,B,1.0,C,1.0,University Neighborhood High School,Elizabeth Collins,HS,High School,2.03,C,57.6,6.9,D,13.9,C,35.8,B,1.0,C
27,2015-16,01M450,M450,East Side Community School,3.1e+11,DOE,General Academic,Secondary School,"06,07,08,09,10,11,12,SE","06,07,08,09,10,11,12",01/01/35221,Open,M060,420 EAST 12 STREET,MANHATTAN,NY,10009,1,1,M801,COMMUNITY SCHOOL DISTRICT 01,Y,989108.0,204927.0,40.729152,-73.982472,EAST SIDE COMMUNITY SCHOOL,14.5,1.0,East Side Community School,Mark Federman,EMS,Middle,1.99,A,63.5,12.5,A,14.6,A,27.9,B,8.5,A,1.0,East Side Community School,Mark Federman,EMS,Middle,1.99,A,63.5,12.5,A,14.6,A,27.9,B,8.5,A
28,2015-16,01M450,M450,East Side Community School,3.1e+11,DOE,General Academic,Secondary School,"06,07,08,09,10,11,12,SE","06,07,08,09,10,11,12",01/01/35221,Open,M060,420 EAST 12 STREET,MANHATTAN,NY,10009,1,1,M801,COMMUNITY SCHOOL DISTRICT 01,Y,989108.0,204927.0,40.729152,-73.982472,EAST SIDE COMMUNITY SCHOOL,14.5,1.0,East Side Community School,Mark Federman,EMS,Middle,1.99,A,63.5,12.5,A,14.6,A,27.9,B,8.5,A,1.0,East Side Community School,Mark Federman,HS,High School,2.26,A,77.0,12.9,A,18.4,A,38.7,B,7.0,A
29,2015-16,01M450,M450,East Side Community School,3.1e+11,DOE,General Academic,Secondary School,"06,07,08,09,10,11,12,SE","06,07,08,09,10,11,12",01/01/35221,Open,M060,420 EAST 12 STREET,MANHATTAN,NY,10009,1,1,M801,COMMUNITY SCHOOL DISTRICT 01,Y,989108.0,204927.0,40.729152,-73.982472,EAST SIDE COMMUNITY SCHOOL,14.5,1.0,East Side Community School,Mark Federman,HS,High School,2.26,A,77.0,12.9,A,18.4,A,38.7,B,7.0,A,1.0,East Side Community School,Mark Federman,EMS,Middle,1.99,A,63.5,12.5,A,14.6,A,27.9,B,8.5,A
30,2015-16,01M450,M450,East Side Community School,3.1e+11,DOE,General Academic,Secondary School,"06,07,08,09,10,11,12,SE","06,07,08,09,10,11,12",01/01/35221,Open,M060,420 EAST 12 STREET,MANHATTAN,NY,10009,1,1,M801,COMMUNITY SCHOOL DISTRICT 01,Y,989108.0,204927.0,40.729152,-73.982472,EAST SIDE COMMUNITY SCHOOL,14.5,1.0,East Side Community School,Mark Federman,HS,High School,2.26,A,77.0,12.9,A,18.4,A,38.7,B,7.0,A,1.0,East Side Community School,Mark Federman,HS,High School,2.26,A,77.0,12.9,A,18.4,A,38.7,B,7.0,A
31,2015-16,01M458,M458,Forsyth Satellite Academy,3.1e+11,DOE,Transfer School,High school,"09,10,11,12,SE","09,10,11,12",01/01/40360,Open,M510,198 FORSYTH STREET,MANHATTAN,NY,10002,1,1,M801,COMMUNITY SCHOOL DISTRICT 01,N,986892.0,202472.0,40.722415,-73.990468,FORSYTH SATELLITE ACADEMY,16.9,1.0,Forsyth Satellite Academy,Ingrid Roberts Haynes,HST,Transfer High School,2.19,,,,,,,,,,,1.0,Forsyth Satellite Academy,Ingrid Roberts Haynes,HST,Transfer High School,2.19,,,,,,,,,,
32,2015-16,01M515,M515,Lower East Side Preparatory High School,3.1e+11,DOE,Transfer School,High school,"10,11,12","09,10,11,12",01/01/35221,Open,M025,145 STANTON STREET,MANHATTAN,NY,10002,1,1,M801,COMMUNITY SCHOOL DISTRICT 01,N,988120.0,201607.0,40.72004,-73.986038,LOWER EAST SIDE PREPARATORY HIGH SCHOOL,16.9,1.0,Lower East Side Preparatory High School,Martha Polin,HST,Transfer High School,2.5,A,75.6,9.4,B,18.4,A,39.8,B,8.0,A,1.0,Lower East Side Preparatory High School,Martha Polin,HST,Transfer High School,2.5,A,75.6,9.4,B,18.4,A,39.8,B,8.0,A
33,2015-16,01M539,M539,"New Explorations into Science, Technology and Math High School",3.1e+11,DOE,General Academic,K-12 all grades,"0K,01,02,03,04,05,06,07,08,09,10,11,12,SE","0K,01,02,03,04,05,06,07,08,09,10,11,12",01/01/36708,Open,M022,111 COLUMBIA STREET,MANHATTAN,NY,10002,1,1,M801,COMMUNITY SCHOOL DISTRICT 01,N,989910.0,201380.0,40.719416,-73.979581,"NEW EXPLORATIONS INTO SCIENCE, TECHNOLOGY AND MATH HIGH SCHOOL",19.0,1.0,"New Explorations into Science, Technology and Math",Dr. Olga Livanis,EMS,K-8,13.51,A,73.5,6.8,B,22.4,A,44.3,A,0.0,A,1.0,"New Explorations into Science, Technology and Math",Dr. Olga Livanis,EMS,K-8,13.51,A,73.5,6.8,B,22.4,A,44.3,A,0.0,A
34,2015-16,01M539,M539,"New Explorations into Science, Technology and Math High School",3.1e+11,DOE,General Academic,K-12 all grades,"0K,01,02,03,04,05,06,07,08,09,10,11,12,SE","0K,01,02,03,04,05,06,07,08,09,10,11,12",01/01/36708,Open,M022,111 COLUMBIA STREET,MANHATTAN,NY,10002,1,1,M801,COMMUNITY SCHOOL DISTRICT 01,N,989910.0,201380.0,40.719416,-73.979581,"NEW EXPLORATIONS INTO SCIENCE, TECHNOLOGY AND MATH HIGH SCHOOL",19.0,1.0,"New Explorations into Science, Technology and Math",Dr. Olga Livanis,EMS,K-8,13.51,A,73.5,6.8,B,22.4,A,44.3,A,0.0,A,1.0,"New Explorations into Science, Technology and Math High School",Dr. Olga Livanis,HS,High School,3.48,A,71.9,7.7,C,21.8,A,42.4,A,,B
35,2015-16,01M539,M539,"New Explorations into Science, Technology and Math High School",3.1e+11,DOE,General Academic,K-12 all grades,"0K,01,02,03,04,05,06,07,08,09,10,11,12,SE","0K,01,02,03,04,05,06,07,08,09,10,11,12",01/01/36708,Open,M022,111 COLUMBIA STREET,MANHATTAN,NY,10002,1,1,M801,COMMUNITY SCHOOL DISTRICT 01,N,989910.0,201380.0,40.719416,-73.979581,"NEW EXPLORATIONS INTO SCIENCE, TECHNOLOGY AND MATH HIGH SCHOOL",19.0,1.0,"New Explorations into Science, Technology and Math High School",Dr. Olga Livanis,HS,High School,3.48,A,71.9,7.7,C,21.8,A,42.4,A,,B,1.0,"New Explorations into Science, Technology and Math",Dr. Olga Livanis,EMS,K-8,13.51,A,73.5,6.8,B,22.4,A,44.3,A,0.0,A
36,2015-16,01M539,M539,"New Explorations into Science, Technology and Math High School",3.1e+11,DOE,General Academic,K-12 all grades,"0K,01,02,03,04,05,06,07,08,09,10,11,12,SE","0K,01,02,03,04,05,06,07,08,09,10,11,12",01/01/36708,Open,M022,111 COLUMBIA STREET,MANHATTAN,NY,10002,1,1,M801,COMMUNITY SCHOOL DISTRICT 01,N,989910.0,201380.0,40.719416,-73.979581,"NEW EXPLORATIONS INTO SCIENCE, TECHNOLOGY AND MATH HIGH SCHOOL",19.0,1.0,"New Explorations into Science, Technology and Math High School",Dr. Olga Livanis,HS,High School,3.48,A,71.9,7.7,C,21.8,A,42.4,A,,B,1.0,"New Explorations into Science, Technology and Math High School",Dr. Olga Livanis,HS,High School,3.48,A,71.9,7.7,C,21.8,A,42.4,A,,B
37,2015-16,01M650,M650,Cascades High School,3.1e+11,DOE,Transfer School,High school,"09,10,11,12","09,10,11,12",01/01/35800,Open,M510,198 FORSYTH STREET,MANHATTAN,NY,10002,1,1,M801,COMMUNITY SCHOOL DISTRICT 01,N,986892.0,202472.0,40.722415,-73.990468,CASCADES HIGH SCHOOL,18.6,1.0,Cascades High School,Paul Rotondo,HST,Transfer High School,2.34,A,70.4,11.8,A,16.6,B,36.0,B,6.0,A,1.0,Cascades High School,Paul Rotondo,HST,Transfer High School,2.34,A,70.4,11.8,A,16.6,B,36.0,B,6.0,A
38,2015-16,01M696,M696,Bard High School Early College,3.1e+11,DOE,General Academic,High school,"09,10,11,12","09,10,11,12",01/01/37073,Open,M097,525 EAST HOUSTON STREET,MANHATTAN,NY,10002,1,1,M801,COMMUNITY SCHOOL DISTRICT 01,Y,990877.0,200965.0,40.718276,-73.976093,BARD HIGH SCHOOL EARLY COLLEGE,17.5,1.0,Bard High School Early College,Michael Lerner,HS,High School,3.82,B,59.4,11.7,A,16.9,B,30.8,C,,B,1.0,Bard High School Early College,Michael Lerner,HS,High School,3.82,B,59.4,11.7,A,16.9,B,30.8,C,,B
